10;93;김진유;11:12;2.3;0.3;2.6;0.5;0.2;1.0;0.2;0.1;49.0;19.0;50.0
11;5;케빈 듀란트;36:02;27.2;4.0;6.3;0.7;1.3;9.6;2.3;5.7;52.0;40.3;84.0
11;14;데빈 부커;36:35;24.4;7.0;3.9;1.1;0.3;7.9;2.5;6.2;42.9;32.5;88.9
11;51;브래들리 빌;33:07;18.0;3.2;3.7;1.2;0.7;7.2;2.2;1.6;49.3;39.2;75.9
11;98;타이어스 존스;30:39;12.2;6.0;2.6;1.0;0.1;4.7;2.2;0.7;48.5;43.1;85.7
12;16;케이드 커닝햄;35:34;24.3;9.3;6.6;0.9;0.8;9.1;2.4;3.6;45.7;37.6;79.2
12;55;제이든 아이비;29:56;17.6;4.0;4.1;0.9;0.4;6.3;2.1;2.8;46.0;40.9;73.3
12;64;말릭 비즐리;28:33;16.3;1.9;3.1;0.9;0.1;5.7;3.7;1.1;42.0;39.1;71.2
12;85;토바이어스 해리스;31:49;13.3;2.5;6.4;0.8;0.9;5.0;1.4;1.9;45.2;35.1;86.1
13;7;앤서니 데이비스;34:55;25.8;3.5;11.9;1.3;2.1;9.3;0.7;6.5;51.9;31.6;78.6
13;18;르브론 제임스;34:55;23.8;8.8;7.7;0.8;0.5;9.2;2.2;3.3;50.7;38.6;76.9
13;49;오스틴 리브스;34:50;18.3;5.8;4.3;1.1;0.1;6.1;2.6;3.4;43.8;36.1;81.3
14;19;노먼 파웰;33:00;23.7;2.3;3.4;1.2;0.2;8.1;3.6;4.0;47.8;43.7;84.4
14;28;제임스 하든;33:40;21.4;7.9;6.0;1.5;0.7;6.2;2.8;6.3;38.9;33.9;88.0
14;73;이비차 주바츠;32:06;14.9;2.5;12.5;0.6;1.2;6.7;0.0;1.6;61.4;0.0;54.1
